hanzi_sc,hanzi_trad,pinyin,pinyin_style2,level,level_zh,cc_cedict_definitions,Group
伏,伏,fú,fu2,8,高等,to lean over/to fall (go down)/to hide (in ambush)/to conceal oneself/to lie low/hottest days of summer/to submit/to concede defeat/to overcome/to subdue/volt,Group 10
遮,遮,zhē,zhe1,8,高等,to cover up (a shortcoming)/to screen off/to hide/to conceal,Group 10
葱,蔥,cōng,cong1,8,高等,scallion/green onion,Group 10
逆,逆,nì,ni4,8,高等,contrary/opposite/backwards/to go against/to oppose/to betray/to rebel,Group 10
烁,爍,shuò,shuo4,8,高等,bright/luminous,Group 10
斥,斥,chì,chi4,8,高等,to blame/to reprove/to reprimand/to expel/to oust/to reconnoiter/(of territory) to expand/saline marsh,Group 10
拎,拎,līn,lin1,8,高等,to lift up; to carry in one's hand/Taiwan pr. [ling1],Group 10
揪,揪,jiū,jiu1,8,高等,to seize/to clutch/to grab firmly and pull,Group 10
竖,豎,shù,shu4,8,高等,to erect/vertical/vertical stroke (in Chinese characters),Group 10
捷,捷,jié,jie2,8,高等,victory/triumph/quick/nimble/prompt,Group 10
窥,窺,kuī,kui1,8,高等,variant of 窺|窥[kui1],Group 10
挠,撓,náo,nao2,8,高等,to scratch/to thwart/to yield,Group 10
浸,浸,jìn,jin4,8,高等,to immerse/to soak/to steep/gradually,Group 10
潇,瀟,xiāo,xiao1,8,高等,(of water) deep and clear/(of wind and rain) howling and pounding/(of light rain) pattering,Group 11
卸,卸,xiè,xie4,8,高等,to unload/to unhitch/to remove or strip/to get rid of,Group 11
膨,膨,péng,peng2,8,高等,swollen,Group 11
胀,脹,zhàng,zhang4,8,高等,to swell; dropsical; swollen; bloated,Group 11
酝,醞,yùn,yun4,8,高等,to brew,Group 11
酿,釀,niàng,niang4,8,高等,to ferment/to brew/to make honey (of bees)/to lead to/to form gradually/wine/stuffed vegetables (cooking method),Group 11
丙,丙,bǐng,bing3,8,高等,"third of the ten Heavenly Stems 十天干[shi2 tian1 gan1]/third in order/letter ""C"" or Roman ""III"" in list ""A, B, C"", or ""I, II, III"" etc/ancient Chinese compass point: 165°/propyl",Group 11
瘫,癱,tān,tan1,8,高等,paralyzed,Group 11
痪,瘓,huàn,huan4,8,高等,illness/numbness of the limbs,Group 11
翼,翼,yì,yi4,8,高等,wing/area surrounding the bullseye of a target/to assist/one of the 28 constellations of Chinese astronomy/old variant of 翌,Group 11
袱,袱,fú,fu2,8,高等,bundle wrapped in cloth,Group 11
遣,遣,qiǎn,qian3,8,高等,(bound form) to dispatch; to send/(bound form) to drive away; to dispel,Group 11
咽,咽嚥,yàn,yan4,8,高等,to swallow,Group 11
瀑,瀑,pù,pu4,8,高等,waterfall,Group 11
侦,偵,zhēn,zhen1,8,高等,old variant of 偵|侦[zhen1],Group 11
铲,剷鏟,chǎn,chan3,8,高等,to shovel/to remove/spade/shovel,Group 11
堤,堤,dī,di1,8,高等,variant of 堤[di1],Group 11
滨,濱,bīn,bin1,8,高等,"(bound form) water's edge; bank; shore/(bound form) to border on (a lake, river etc)",Group 11
募,募,mù,mu4,8,高等,to canvass for contributions; to collect; to raise; to recruit; to enlist,Group 11
辖,轄,xiá,xia2,8,高等,linchpin (used to fasten a wheel to an axle)/(bound form) to govern; to have jurisdiction over,Group 12
蔽,蔽,bì,bi4,8,高等,to cover/to shield/to screen/to conceal,Group 12
攀,攀,pān,pan1,8,高等,to climb (by pulling oneself up)/to implicate/to claim connections of higher status,Group 12
糙,糙,cāo,cao1,8,高等,rough/coarse (in texture),Group 12
滥,濫,làn,lan4,8,高等,overflowing/excessive/indiscriminate,Group 12
贩,販,fàn,fan4,8,高等,to deal in/to buy and sell/to trade in/to retail/to peddle,Group 12
蹭,蹭,cèng,ceng4,8,高等,to rub against/to walk slowly/(coll.) to freeload,Group 12
尘,塵,chén,chen2,8,高等,dust/dirt/earth,Group 12
扳,扳,bān,ban1,8,高等,variant of 攀[pan1],Group 12
肇,肇肈,zhào,zhao4,8,高等,the start/the origin,Group 12
陶,陶,táo,tao2,8,高等,pottery/pleased,Group 12
瓷,瓷,cí,ci2,8,高等,chinaware/porcelain/china,Group 12
劈,劈,pī,pi1,8,高等,to split in two/to divide,Group 12
蚊,蚊,wén,wen2,8,高等,old variant of 蚊[wen2],Group 12
酥,酥,sū,su1,8,高等,flaky pastry/crunchy/limp/soft/silky,Group 12
颠,顛,diān,dian1,8,高等,top (of the head)/apex/to fall forwards/inverted/to jolt,Group 12
翔,翔,xiáng,xiang2,8,高等,to soar/to glide/variant of 詳|详[xiang2]/(slang) shit,Group 12
削,削,xuē,xue1,8,高等,to pare/to reduce/to remove/Taiwan pr. [xue4],Group 13
筛,篩,shāi,shai1,8,高等,(bound form) a sieve/to sieve; to sift; to filter/to eliminate through selection/to warm a pot of rice wine (over a fire or in hot water)/to pour (wine or tea)/(dialect) to strike (a gong),Group 13
筋,筋,jīn,jin1,8,高等,muscle/tendon/veins visible under the skin/sth resembling tendons or veins (e.g. fiber in a vegetable),Group 13
锐,銳,ruì,rui4,8,高等,acute,Group 13
碳,碳,tàn,tan4,8,高等,carbon (chemistry),Group 13
眉,眉,méi,mei2,8,高等,eyebrow/upper margin,Group 13
攒,攢,zǎn,zan3,8,高等,to collect/to hoard/to accumulate/to save,Group 13
墟,墟,xū,xu1,8,高等,ruins/(literary) village/variant of 圩[xu1]/country fair,Group 13
诀,訣,jué,jue2,8,高等,to bid farewell/tricks of the trade/pithy mnemonic formula (e.g. Mao Zedong's 16-character mantra 十六字訣|十六字诀 on guerrilla warfare),Group 13
驳,駁,bó,bo2,8,高等,variant of 駁|驳[bo2],Group 13
缸,缸,gāng,gang1,8,高等,jar/vat/classifier for loads of laundry/CL:口[kou3],Group 13
辨,辨,biàn,bian4,8,高等,to distinguish/to recognize,Group 13
蘑,蘑,mó,mo2,8,高等,mushroom,Group 13
菇,菇,gū,gu1,8,高等,mushroom,Group 13
拌,拌,bàn,ban4,8,高等,to mix/to mix in/to toss (a salad),Group 13
滤,濾,lǜ,lv4,8,高等,to strain/to filter,Group 13
瞩,矚,zhǔ,zhu3,8,高等,to gaze at/to stare at,Group 13
凝,凝,níng,ning2,8,高等,to congeal/to concentrate attention/to stare,Group 14
凹,凹,āo,ao1,8,高等,variant of 窪|洼[wa1]/(used in names),Group 14
君,君,jūn,jun1,8,高等,monarch/lord/gentleman/ruler,Group 14
衷,衷,zhōng,zhong1,8,高等,inner feelings,Group 14
粪,糞,fèn,fen4,8,高等,manure/dung,Group 14
痰,痰,tán,tan2,8,高等,phlegm/spittle,Group 14
宵,宵,xiāo,xiao1,8,高等,night,Group 14
筝,箏,zhēng,zheng1,8,高等,"zheng or guzheng, a long zither with moveable bridges, played by plucking the strings",Group 14
郑,鄭,zhèng,zheng4,8,高等,bound form used in 鄭重|郑重[zheng4 zhong4] and 雅鄭|雅郑[ya3 zheng4],Group 14
泌,泌,mì,mi4,8,高等,(bound form) to secrete,Group 14
梳,梳,shū,shu1,8,高等,to comb/(bound form) a comb,Group 14
乞,乞,qǐ,qi3,8,高等,to beg,Group 14
丐,丐,gài,gai4,8,高等,variant of 丐[gai4],Group 14
膏,膏,gāo,gao1,8,高等,"to moisten/to grease/to apply (cream, ointment)/to dip a brush in ink",Group 14
揽,攬,lǎn,lan3,8,高等,to monopolize; to seize/to take into one's arms; to embrace/to fasten (with a rope etc)/to take on (responsibility etc); to canvass,Group 15
绯,緋,fēi,fei1,8,高等,dark red/purple silk,Group 15
畸,畸,jī,ji1,8,高等,lopsided/unbalanced/abnormal/irregular/odd fractional remnant,Group 15
拣,揀,jiǎn,jian3,8,高等,to choose/to pick/to sort out/to pick up,Group 15
剔,剔,tī,ti1,8,高等,to scrape the meat from bones/to pick (teeth etc)/to weed out,Group 15
捍,捍,hàn,han4,8,高等,to ward off (a blow)/to withstand/to defend,Group 15
殿,殿,diàn,dian4,8,高等,palace hall,Group 15
敷,敷,fū,fu1,8,高等,"to spread/to lay out/to apply (powder, ointment etc)/sufficient (to cover)/enough",Group 15
姥,姥,lǎo,lao3,8,高等,governess/old woman,Group 15
俄,俄,é,e2,8,高等,suddenly/very soon,Group 15
肆,肆,sì,si4,8,高等,four (banker's anti-fraud numeral)/unrestrained/wanton/(literary) shop,Group 15
躁,躁,zào,zao4,8,高等,impatient; hot-tempered,Group 15
搓,搓,cuō,cuo1,8,高等,to rub or roll between the hands or fingers/to twist,Group 15
蹬,蹬,dēng,deng1,8,高等,to step on/to tread on/to wear (shoes)/(slang) to dump (sb)/Taiwan pr. [deng4],Group 15
肢,肢,zhī,zhi1,8,高等,limb,Group 15
衰,衰,shuāi,shuai1,8,高等,(bound form) to decay; to decline; to wane,Group 15
仙,仙,xiān,xian1,8,高等,variant of 仙[xian1],Group 15
绷,繃,bēng,beng1,8,高等,to have a taut face,Group 15
鸣,鳴,míng,ming2,8,高等,"to cry (of birds, animals and insects)/to make a sound/to voice (one's gratitude, grievance etc)",Group 16
撇,撇,piē,pie1,8,高等,to throw/to cast/left-slanting downward brush stroke (calligraphy),Group 16
颖,穎,yǐng,ying3,8,高等,head of grain/husk/tip/point/clever/gifted/outstanding,Group 16
廓,廓,kuò,kuo4,8,高等,(bound form) extensive; vast/(bound form) outline; general shape/(bound form) to expand; to extend,Group 16
婿,婿,xù,xu4,8,高等,son-in-law/husband,Group 16
绞,絞,jiǎo,jiao3,8,高等,to twist (strands into a thread)/to entangle/to wring/to hang (by the neck)/to turn/to wind/classifier for skeins of yarn,Group 16
崖,崖,yá,ya2,8,高等,precipice/cliff/Taiwan pr. [yai2],Group 16
僻,僻,pì,pi4,8,高等,(bound form) remote/out of the way/off-center/eccentric,Group 16
呛,嗆,qiāng,qiang1,8,高等,"to irritate the nose/to choke (of smoke, smell etc)/pungent/(coll.) (Tw) to shout at sb/to scold/to speak out against sb",Group 16
搁,擱,gē,ge1,8,高等,to bear/to stand/to endure,Group 16
溅,濺,jiàn,jian4,8,高等,to splash,Group 16
恳,懇,kěn,ken3,8,高等,earnest,Group 16
衅,釁,xìn,xin4,8,高等,quarrel/dispute/a blood sacrifice (arch.),Group 16
俘,俘,fú,fu2,8,高等,to take prisoner/prisoner of war,Group 16
虏,虜,lǔ,lu3,8,高等,prisoner of war/to capture/to take prisoner/(old) northern barbarian/slave,Group 16
诫,誡,jiè,jie4,8,高等,commandment/to prohibit,Group 16
苛,苛,kē,ke1,8,高等,severe/exacting,Group 16
沸,沸,fèi,fei4,8,高等,to boil,Group 17
踹,踹,chuài,chuai4,8,高等,to kick/to trample/to tread on,Group 17
凳,凳,dèng,deng4,8,高等,variant of 凳[deng4],Group 17
叼,叼,diāo,diao1,8,高等,to hold with one's mouth (as a smoker with a cigarette or a dog with a bone),Group 17
枯,枯,kū,ku1,8,高等,dried up,Group 17
绽,綻,zhàn,zhan4,8,高等,to burst open/to split at the seam,Group 17
淌,淌,tǎng,tang3,8,高等,to drip/to trickle/to shed (tears),Group 17
惭,慚,cán,can2,8,高等,ashamed,Group 17
颊,頰,jiá,jia2,8,高等,cheeks,Group 17
碑,碑,bēi,bei1,8,高等,"a monument/an upright stone tablet/stele/CL:塊|块[kuai4],面[mian4]",Group 17
镶,鑲,xiāng,xiang1,8,高等,to inlay/to embed/ridge/border,Group 17
洽,洽,qià,qia4,8,高等,accord/to make contact/to agree/to consult with/extensive,Group 17
冤,冤,yuān,yuan1,8,高等,old variant of 冤[yuan1],Group 18
枉,枉,wǎng,wang3,8,高等,to twist/crooked/unjust/in vain,Group 18
绰,綽,chuò,chuo4,8,高等,generous/ample/wide/spacious/well-off/to grip,Group 18
屿,嶼,yǔ,yu3,8,高等,islet,Group 18
嚷,嚷,rǎng,rang3,8,高等,to shout/to bellow/to make a big deal of sth/to make a fuss about sth,Group 18
敛,斂,liǎn,lian3,8,高等,variant of 殮|殓[lian4],Group 18
揣,揣,chuāi,chuai1,8,高等,to estimate/to guess/to figure/to surmise,Group 18
痹,痺,bì,bi4,8,高等,paralysis/numbness,Group 18
伺,伺,cì,ci4,8,高等,to watch/to wait/to examine/to spy,Group 18
驯,馴,xùn,xun4,8,高等,to attain gradually/to tame/Taiwan pr. [xun2],Group 18
津,津,jīn,jin1,8,高等,saliva/sweat/a ferry crossing/a ford (river crossing),Group 18
掺,摻,càn,can4,8,高等,to grasp,Group 18
竭,竭,jié,jie2,8,高等,to exhaust,Group 18
掰,掰,bāi,bai1,8,高等,to break off or break open sth with one's hands/(fig.) to break off (a relationship),Group 18
痴,痴,chī,chi1,8,高等,variant of 痴[chi1],Group 19
驭,馭,yù,yu4,8,高等,variant of 御[yu4]/to drive/to manage/to control,Group 19
哑,啞,yǎ,ya3,8,高等,"mute; dumb; incapable of speech/(of a voice) hoarse; husky/(of a bullet, bomb etc) dud",Group 19
卵,卵,luǎn,luan3,8,高等,egg/ovum/spawn/(coll.) testicles/(old) penis/(expletive) fucking,Group 19
泽,澤,zé,ze2,8,高等,pool/pond/(of metals etc) luster/favor or beneficence/damp/moist,Group 19
蒜,蒜,suàn,suan4,8,高等,"garlic/CL:頭|头[tou2],瓣[ban4]",Group 19
榨,榨,zhà,zha4,8,高等,"to press/to extract (juice)/device for extracting juice, oils etc",Group 19
绸,綢,chóu,chou2,8,高等,(light) silk/CL:匹[pi3],Group 19
拴,拴,shuān,shuan1,8,高等,to tie up,Group 19
塘,塘,táng,tang2,8,高等,dyke/embankment/pool or pond/hot-water bathing pool,Group 19
淹,淹,yān,yan1,8,高等,to flood/to submerge/to drown/to irritate the skin (of liquids)/to delay,Group 19
髓,髓,suǐ,sui3,8,高等,marrow/essence/quintessence/pith (soft interior of plant stem),Group 19
鞠,鞠,jū,ju1,8,高等,to incline (one's torso); to bow/leather ball used in ancient times/(literary) to bring up; to rear/Taiwan pr. [ju2],Group 19
躬,躬,gōng,gong1,8,高等,old variant of 躬[gong1],Group 20
呐,吶,nà,na4,8,高等,sentence-final particle (abbr. for 呢啊[ne5 a5] or variant of 哪[na5]),Group 20
晋,晉,jìn,jin4,8,高等,to move forward/to promote/to advance,Group 20
缉,緝,jī,ji1,8,高等,to stitch finely,Group 20
悼,悼,dào,dao4,8,高等,to mourn/to lament,Group 20
涕,涕,tì,ti4,8,高等,tears/nasal mucus,Group 20
聋,聾,lóng,long2,8,高等,deaf,Group 20
昆,昆崑,kūn,kun1,8,高等,descendant/elder brother/a style of Chinese poetry,Group 20
畏,畏,wèi,wei4,8,高等,to fear,Group 20
掠,掠,lüè,lve4,8,高等,to take over by force/to rob/to plunder/to brush over/to skim/to sweep,Group 20
捎,捎,shāo,shao1,8,高等,to bring sth to sb/to deliver,Group 20
溯,溯,sù,su4,8,高等,variant of 溯[su4],Group 20
牧,牧,mù,mu4,8,高等,to herd/to breed livestock/to govern (old)/government official (old),Group 20
紊,紊,wěn,wen3,8,高等,involved/tangled/disorderly/confused/chaotic/Taiwan pr. [wen4],Group 20
淆,淆,xiáo,xiao2,8,高等,confused and disorderly/mixed/Taiwan pr. [yao2],Group 20
蚀,蝕,shí,shi2,8,高等,to nibble away at sth/to eat into/to erode,Group 20
巅,巔,diān,dian1,8,高等,summit,Group 20
惦,惦,diàn,dian4,8,高等,to think of/to remember/to miss,Group 20
氏,氏,shì,shi4,8,高等,see 月氏[Yue4 zhi1] and 閼氏|阏氏[yan1 zhi1],Group 21
涮,涮,shuàn,shuan4,8,高等,to rinse/to trick/to fool sb/to cook by dipping finely sliced ingredients briefly in boiling water or soup (generally done at the dining table),Group 21
僵,僵,jiāng,jiang1,8,高等,variant of 僵[jiang1],Group 21
觅,覓,mì,mi4,8,高等,old variant of 覓|觅[mi4],Group 21
媚,媚,mèi,mei4,8,高等,flatter/charm,Group 21
焚,焚,fén,fen2,8,高等,to burn,Group 21
诽,誹,fěi,fei3,8,高等,slander,Group 21
谤,謗,bàng,bang4,8,高等,to slander/to defame/to speak ill of,Group 21
钦,欽,qīn,qin1,8,高等,to respect/to admire/to venerate/by the emperor himself,Group 21
蘸,蘸,zhàn,zhan4,8,高等,"to dip in (ink, sauce etc)",Group 21
峙,峙,zhì,zhi4,8,高等,peak/to store,Group 21
妖,妖,yāo,yao1,8,高等,goblin/witch/devil/bewitching/enchanting/monster/phantom/demon,Group 21
抨,抨,pēng,peng1,8,高等,attack/impeach,Group 21
眨,眨,zhǎ,zha3,8,高等,to blink/to wink,Group 21
瓣,瓣,bàn,ban4,8,高等,"petal/segment/clove (of garlic)/piece/section/fragment/valve/lamella/classifier for pieces, segments etc",Group 21
忌,忌,jì,ji4,8,高等,to be jealous of/fear/dread/scruple/to avoid or abstain from/to quit/to give up sth,Group 21
堡,堡,bǎo,bao3,8,高等,variant of 鋪|铺[pu4]/used in place names,Group 21
垒,壘,lěi,lei3,8,高等,"rampart/base (in baseball)/to build with stones, bricks etc",Group 21
僚,僚,liáo,liao2,8,高等,bureaucrat/colleague,Group 22
膛,膛,táng,tang2,8,高等,(bound form) hollow space,Group 22
煽,煽,shān,shan1,8,高等,to fan into a flame/to incite,Group 22
岳,嶽岳,yuè,yue4,8,高等,high mountain/highest peak of a mountain ridge,Group 22
矫,矯,jiǎo,jiao3,8,高等,to correct/to rectify/to redress/strong/brave/to pretend/to feign/affectation,Group 22
爪,爪,zhǎo,zhao3,8,高等,(coll.) foot of an animal or bird/(coll.) foot supporting a cooking pot etc,Group 22
纽,紐,niǔ,niu3,8,高等,to turn/to wrench/button/nu (Greek letter Νν),Group 22
囱,囪,cōng,cong1,8,高等,chimney,Group 22
挚,摯,zhì,zhi4,8,高等,sincere,Group 22
溪,溪,xī,xi1,8,高等,variant of 溪[xi1],Group 22
稼,稼,jià,jia4,8,高等,to sow grain/(farm) crop,Group 22
嗜,嗜,shì,shi4,8,高等,addicted to/fond of/stem corresponding to -phil or -phile,Group 22
绵,緜綿,mián,mian2,8,高等,old variant of 綿|绵[mian2]/cotton,Group 23
惰,惰,duò,duo4,8,高等,lazy,Group 23
睬,睬,cǎi,cai3,8,高等,to pay attention/to take notice of/to care for,Group 23
辫,辮,biàn,bian4,8,高等,a braid or queue/to plait,Group 23
睦,睦,mù,mu4,8,高等,amicable/harmonious,Group 23
杖,杖,zhàng,zhang4,8,高等,a staff/a rod/cane/walking stick/to flog with a stick (old),Group 23
铭,銘,míng,ming2,8,高等,to engrave/inscribed motto,Group 23
畜,畜,chù,chu4,8,高等,to raise (animals),Group 23
沼,沼,zhǎo,zhao3,8,高等,pond/pool,Group 23
黏,黏,nián,nian2,8,高等,sticky/glutinous/(Tw) to adhere/to stick on/to glue,Group 23
稻,稻,dào,dao4,8,高等,paddy/rice (Oryza sativa),Group 23
帕,帕,pà,pa4,8,高等,to wrap/kerchief/handkerchief/headscarf/pascal (SI unit),Group 23
萧,蕭,xiāo,xiao1,8,高等,miserable/desolate/dreary/Chinese mugwort,Group 24
裔,裔,yì,yi4,8,高等,descendants/frontier,Group 24
遛,遛,liú,liu2,8,高等,to stroll/to walk (an animal),Group 24
肖,肖,xiào,xiao4,8,高等,similar/resembling/to resemble/to be like,Group 24
厄,厄,è,e4,8,高等,variant of 厄[e4],Group 24
渺,渺,miǎo,miao3,8,高等,(of an expanse of water) vast/distant and indistinct/tiny or insignificant,Group 24
毙,獘斃,bì,bi4,8,高等,to collapse/variant of 斃|毙[bi4]/variant of 獙[bi4],Group 24
饵,餌,ěr,er3,8,高等,pastry/food/to swallow/to lure/bait/lure,Group 24
猩,猩,xīng,xing1,8,高等,ape,Group 24
凿,鑿,záo,zao2,8,高等,chisel/to bore a hole/to chisel or dig/(literary) (bound form) certain/authentic/irrefutable/also pr. [zuo4],Group 24
瘟,瘟,wēn,wen1,8,高等,epidemic; pestilence; plague/(fig.) stupid; dull; (of a performance) lackluster,Group 24
斑,斑,bān,ban1,8,高等,spot/colored patch/stripe/spotted/striped/variegated,Group 24
焊,焊,hàn,han4,8,高等,variant of 焊[han4],Group 24
蔼,藹,ǎi,ai3,8,高等,friendly,Group 24
嗅,嗅,xiù,xiu4,8,高等,to smell/to sniff/to nose,Group 24
巫,巫,wū,wu1,8,高等,witch/wizard/shaman/also pr. [wu2],Group 24
桑,桑,sāng,sang1,8,高等,old variant of 桑[sang1],Group 24
匠,匠,jiàng,jiang4,8,高等,craftsman,Group 24
锈,銹,xiù,xiu4,8,高等,to rust,Group 24
婉,婉,wǎn,wan3,8,高等,graceful/tactful,Group 24
陨,隕,yǔn,yun3,8,高等,to fall/meteor/to perish/see also 殞|殒[yun3],Group 25
怯,怯,qiè,qie4,8,高等,timid/cowardly/rustic/Taiwan pr. [que4],Group 25
椰,椰,yē,ye1,8,高等,(bound form) coconut palm/Taiwan pr. [ye2],Group 25
螺,螺,luó,luo2,8,高等,spiral shell/snail/conch,Group 25
朽,朽,xiǔ,xiu3,8,高等,rotten,Group 25
窍,竅,qiào,qiao4,8,高等,hole/opening/orifice (of the human body)/(fig.) key (to the solution of a problem),Group 25
哨,哨,shào,shao4,8,高等,a whistle/sentry,Group 25
橙,橙,chéng,cheng2,8,高等,orange tree/orange (color),Group 25
柄,柄,bǐng,bing3,8,高等,"handle or shaft (of an axe etc)/(of a flower, leaf or fruit) stem/sth that affords an advantage to an opponent/classifier for knives or blades",Group 25
魁,魁,kuí,kui2,8,高等,chief/head/outstanding/exceptional/stalwart,Group 25
莽,莽,mǎng,mang3,8,高等,(bound form) dense growth of grass/(literary) vast; boundless/(bound form) boorish; reckless,Group 25
熄,熄,xī,xi1,8,高等,"to extinguish/to put out (fire)/to quench/to stop burning/to go out (of fire, lamp etc)/to come to an end/to wither away/to die out/Taiwan pr. [xi2]",Group 25
昧,昧,mèi,mei4,8,高等,to conceal/dark,Group 25
挟,挾,xié,xie2,8,高等,(bound form) to clasp under the arm/(bound form) to coerce/(bound form) to harbor (resentment etc),Group 26
犬,犬,quǎn,quan3,8,高等,dog/Kangxi radical 94,Group 26
唾,唾,tuò,tuo4,8,高等,saliva/to spit,Group 26
兆,兆,zhào,zhao4,8,高等,(bound form) omen/to foretell/million; mega-/(Tw) trillion; tera-/(old) billion,Group 26
靶,靶,bǎ,ba3,8,高等,target/mark,Group 26
柬,柬,jiǎn,jian3,8,高等,card/note/letter/old variant of 揀|拣[jian3],Group 26
烘,烘,hōng,hong1,8,高等,to bake/to heat by fire/to set off by contrast,Group 26
斧,斧,fǔ,fu3,8,高等,hatchet,Group 26
殃,殃,yāng,yang1,8,高等,calamity,Group 26
钳,鉗,qián,qian2,8,高等,pincers/pliers/tongs/claw (of animal)/to grasp with pincers/to pinch/to clamp/to restrain/to restrict/to gag,Group 26
秽,穢,huì,hui4,8,高等,dirt/filth,Group 27
藻,藻,zǎo,zao3,8,高等,aquatic grasses/elegant,Group 27
咧,咧,liě,lie3,9,高等,modal particle expressing exclamation,Group 1
汛,汛,xùn,xun4,9,高等,high water/flood/to sprinkle water,Group 1
昔,昔,xī,xi1,9,高等,former times/the past/Taiwan pr. [xi2],Group 1
帖,帖,tiē,tie1,9,高等,rubbing from incised inscription,Group 1
亩,畝,mǔ,mu3,9,高等,old variant of 畝|亩[mu3],Group 1
盈,盈,yíng,ying2,9,高等,full/filled/surplus,Group 1
凸,凸,tū,tu1,9,高等,to stick out/protruding/convex/male (connector etc)/Taiwan pr. [tu2],Group 1
磋,磋,cuō,cuo1,9,高等,deliberate/to polish,Group 1
荫,蔭,yīn,yin1,9,高等,shade,Group 1
飙,飆,biāo,biao1,9,高等,whirlwind/violent wind,Group 1
垄,壟,lǒng,long3,9,高等,ridge between fields/crop row; mounded soil forming a ridge in a field/grave mound,Group 1
曰,曰,yuē,yue1,9,高等,to speak/to say,Group 1
拓,拓,tuò,tuo4,9,高等,to expand/to push sth with the hand/to develop/to open up,Group 1
禾,禾,hé,he2,9,高等,cereal/grain,Group 1
卤,鹵滷,lǔ,lu3,9,高等,alkaline soil/salt/brine/halogen (chemistry)/crass/stupid,Group 1
禅,禪,chán,chan2,9,高等,to abdicate,Group 1
侃,侃,kǎn,kan3,9,高等,old variant of 侃[kan3],Group 2
舟,舟,zhōu,zhou1,9,高等,boat,Group 2
弧,弧,hú,hu2,9,高等,arc,Group 2
鹏,鵬,péng,peng2,9,高等,"Peng, large fabulous bird/roc",Group 2
槛,檻,kǎn,kan3,9,高等,door sill/threshold,Group 2
儒,儒,rú,ru2,9,高等,scholar/Confucian,Group 2
旨,旨,zhǐ,zhi3,9,高等,imperial decree/purport/aim/purpose,Group 2
纺,紡,fǎng,fang3,9,高等,to spin (cotton or hemp etc)/fine woven silk fabric,Group 2
炭,炭,tàn,tan4,9,高等,wood charcoal/coal,Group 2
媳,媳,xí,xi2,9,高等,daughter-in-law,Group 2
颈,頸,jǐng,jing3,9,高等,neck,Group 2
腻,膩,nì,ni4,9,高等,greasy/soft/unctuous/intimate/tired of,Group 2
玄,玄,xuán,xuan2,9,高等,black/mysterious,Group 2
辟,辟闢,pì,pi4,9,高等,to open (a door)/to open up (for development)/to dispel; to refute; to repudiate/(bound form) penetrating; incisive,Group 2
矣,矣,yǐ,yi3,9,高等,"classical final particle, similar to modern 了[le5]",Group 2
旬,旬,xún,xun2,9,高等,ten days/ten years/full period,Group 2
捂,捂,wǔ,wu3,9,高等,"to enclose/to cover with the hand (one's eyes, nose or ears)/to cover up (an affair)/contrary/to contradict",Group 3
狭,狹,xiá,xia2,9,高等,old variant of 狹|狭[xia2],Group 3
茅,茅,máo,mao2,9,高等,reeds/rushes,Group 3
阐,闡,chǎn,chan3,9,高等,to express/to disclose/to enlighten/to open,Group 3
彰,彰,zhāng,zhang1,9,高等,clear/conspicuous/manifest,Group 3
奠,奠,diàn,dian4,9,高等,to fix/to settle/a libation to the dead,Group 3
饲,飼,sì,si4,9,高等,to raise/to rear/to feed,Group 3
萎,萎,wēi,wei1,9,高等,to wither/to drop/to decline/spiritless/Taiwan pr. [wei1],Group 3
遏,遏,è,e4,9,高等,to restrain/to check/to hold back,Group 3
坝,壩,bà,ba4,9,高等,dam/dike; embankment/CL:條|条[tiao2],Group 3
匀,勻,yún,yun2,9,高等,even/well-distributed/uniform/to distribute evenly/to share,Group 3
晤,晤,wù,wu4,9,高等,to meet (socially),Group 4
啸,嘯,xiào,xiao4,9,高等,(of people) to whistle/(of birds and animals) to screech; to howl; to roar,Group 4
畴,疇,chóu,chou2,9,高等,arable fields/cultivated field/class/category,Group 4
伦,倫,lún,lun2,9,高等,human relationship/order/coherence,Group 4
栓,栓,shuān,shuan1,9,高等,bottle stopper/plug/(gun) bolt/(grenade) pin,Group 4
绣,繡,xiù,xiu4,9,高等,to embroider; embroidery,Group 4
侨,僑,qiáo,qiao2,9,高等,emigrant/to reside abroad,Group 4
撰,撰,zhuàn,zhuan4,9,高等,variant of 撰[zhuan4],Group 4
竣,竣,jùn,jun4,9,高等,complete/finish,Group 4
逝,逝,shì,shi4,9,高等,(of flowing water or time) to pass by/to pass away; to die,Group 4
秤,秤,chèng,cheng4,9,高等,steelyard/Roman balance/CL:臺|台[tai2],Group 4
顷,頃,qǐng,qing3,9,高等,unit of area equal to 100 畝|亩[mu3] or 6.67 hectares/a short while/a little while ago/circa. (for approximate dates),Group 4
譬,譬,pì,pi4,9,高等,to give an example,Group 4
茫,茫,máng,mang2,9,高等,"vast, with no clear boundary/fig. hazy/indistinct/unclear/confused",Group 4
刑,刑,xíng,xing2,9,高等,punishment/penalty/sentence/torture/corporal punishment,Group 4
窑,窯,yáo,yao2,9,高等,variant of 窯|窑[yao2],Group 4
屡,屢,lǚ,lv3,9,高等,time and again/repeatedly/frequently,Group 4
菊,菊,jú,ju2,9,高等,chrysanthemum,Group 4
呵,呵,hē,he1,9,高等,expel breath/my goodness,Group 4
耕,耕,gēng,geng1,9,高等,to plow/to till,Group 4
煲,煲,bāo,bao1,9,高等,to cook slowly over a low flame/pot/saucepan,Group 5
